"Card code","Scheme","Card type","Country","Gateway 1 (Transactions Count)","Gateway 2  (Transactions Count)","Gateway 3  (Transactions Count)",""
"427962","VISA","Type A","RUSSIAN FEDERATION","138","83","25",""
"432328","VISA","Type A","SAUDI ARABIA","138","83","25",""
"445433","VISA","Type A","RUSSIAN FEDERATION","138","83","25",""
"420573","VISA","Type A","LATVIA","137","83","25",""
"440637","VISA","Type A","PORTUGAL","137","83","25",""
"415958","VISA","Type A","GREECE","135","81","25",""
"428380","VISA","Type A","THAILAND","135","81","25",""
"475128","VISA","Type A","UNITED KINGDOM","135","81","25",""
"440564","VISA","Type A","KAZAKHSTAN","135","81","25",""
"420529","VISA","Type A","JAPAN","134","81","25",""
"454742","VISA","Type A","UNITED KINGDOM","134","81","25",""
"402278","VISA","Type A","TURKEY","133","80","24",""
"403897","VISA","Type A","RUSSIAN FEDERATION","133","80","24",""
"497490","VISA","Type A","FRANCE","132","80","24",""
"454683","VISA","Type A","SAUDI ARABIA","132","80","24",""
"471385","VISA","Type A","UNITED ARAB EMIRATES","131","79","24",""
"438857","VISA","Type A","UNITED STATES","130","78","24",""
"490638","VISA","Type A","GERMANY","130","78","24",""
"462890","VISA","Type A","KOREA REPUBLIC OF","129","78","24",""
"433290","VISA","Type A","KOREA REPUBLIC OF","128","77","24",""
"440135","VISA","Type A","ROMANIA","128","77","24",""
"403003","VISA","Type A","ITALY","127","77","23",""
"490117","VISA","Type A","SWITZERLAND","125","75","23",""
"443307","VISA","Type A","RUSSIAN FEDERATION","124","75","23",""
"440204","VISA","Type A","RUSSIAN FEDERATION","123","74","23",""
"492910","VISA","Type A","UNITED KINGDOM","123","74","23",""
"467745","VISA","Type A","UNITED ARAB EMIRATES","123","74","23",""
"427944","VISA","Type A","RUSSIAN FEDERATION","122","74","22",""
"492010","VISA","Type A","FINLAND","121","73","22",""
"403898","VISA","Type A","RUSSIAN FEDERATION","119","72","22",""
"404308","VISA","Type A","TURKEY","119","72","22",""
"402068","VISA","Type A","GREECE","119","72","22",""
"411713","VISA","Type A","BULGARIA","118","71","22",""
"432438","VISA","Type A","QATAR","118","71","22",""
"436773","VISA","Type A","NEW ZEALAND","117","71","22",""
"440626","VISA","Type A","SLOVAKIA","116","70","21",""
"475714","VISA","Type A","UNITED KINGDOM","116","70","21",""
"499977","VISA","Type A","NEW ZEALAND","116","70","21",""
"496092","VISA","Type A","GREECE","115","69","21",""
"477915","VISA","Type A","POLAND","114","69","21",""
"427610","VISA","Type A","RUSSIAN FEDERATION","114","69","21",""
"431931","VISA","Type A","IRELAND","114","69","21",""
"432072","VISA","Type A","TURKEY","114","69","21",""
"467932","VISA","Type A","HONG KONG","113","68","21",""
"426354","VISA","Type A","GERMANY","111","67","20",""
"424975","VISA","Type A","RUSSIAN FEDERATION","110","66","20",""
"427926","VISA","Type A","RUSSIAN FEDERATION","109","66","20",""
"439058","VISA","Type A","BULGARIA","109","66","20",""
"412722","VISA","Type A","AZERBAIJAN","107","65","20",""
"491236","VISA","Type A","UNITED ARAB EMIRATES","107","65","20",""
"423367","VISA","Type A","UNITED ARAB EMIRATES","106","64","20",""
"423608","VISA","Type A","BELGIUM","106","64","20",""
"465207","VISA","Type A","RUSSIAN FEDERATION","106","64","20",""
"402856","VISA","Type A","HONG KONG","106","64","20",""
"415915","VISA","Type A","CYPRUS","105","63","19",""
"427918","VISA","Type A","RUSSIAN FEDERATION","105","63","19",""
"485479","VISA","Type A","KOREA REPUBLIC OF","105","63","19",""
"498872","VISA","Type A","NEW ZEALAND","105","63","19",""
"427906","VISA","Type A","RUSSIAN FEDERATION","105","63","19",""
"465901","VISA","Type A","UNITED KINGDOM","104","63","19",""
"414950","VISA","Type A","UKRAINE","103","62","19",""
"427653","VISA","Type A","RUSSIAN FEDERATION","103","62","19",""
"422114","VISA","Type A","KUWAIT","101","61","19",""
"474573","VISA","Type A","ROMANIA","101","61","19",""
"494090","VISA","Type A","GREECE","101","61","19",""
"471386","VISA","Type A","UNITED ARAB EMIRATES","100","60","18",""
"406224","VISA","Type A","SERBIA","100","60","18",""
"490121","VISA","Type A","JAPAN","99","60","18",""
"465963","VISA","Type A","PORTUGAL","98","59","18",""
"426082","VISA","Type A","BULGARIA","97","59","18",""
"494062","VISA","Type A","GREECE","97","59","18",""
"427677","VISA","Type A","RUSSIAN FEDERATION","95","57","18",""
"499916","VISA","Type A","NEW ZEALAND","95","57","18",""
"454889","VISA","Type A","HONG KONG","94","57","17",""
"458870","VISA","Type A","MALTA","94","57","17",""
"477933","VISA","Type A","HUNGARY","94","57","17",""
"492942","VISA","Type A","UNITED KINGDOM","94","57","17",""
"422240","VISA","Type A","PORTUGAL","94","57","17",""
"474218","VISA","Type A","RUSSIAN FEDERATION","94","57","17",""
"454638","VISA","Type A","UNITED KINGDOM","93","56","17",""
"489904","VISA","Type A","KOREA REPUBLIC OF","93","56","17",""
"412489","VISA","Type A","PORTUGAL","93","56","17",""
"440257","VISA","Type A","KAZAKHSTAN","93","56","17",""
"414943","VISA","Type A","UKRAINE","92","56","17",""
"424205","VISA","Type A","RUSSIAN FEDERATION","91","55","17",""
"427625","VISA","Type A","RUSSIAN FEDERATION","91","55","17",""
"461755","VISA","Type A","NEW ZEALAND","91","55","17",""
"403331","VISA","Type A","RUSSIAN FEDERATION","91","55","17",""
"413700","VISA","Type A","KOREA REPUBLIC OF","90","54","17",""
"427646","VISA","Type A","RUSSIAN FEDERATION","90","54","17",""
"454359","VISA","Type A","TURKEY","89","54","17",""
"479773","VISA","Type A","RUSSIAN FEDERATION","89","54","17",""
"480946","VISA","Type A","GREECE","89","54","17",""
"490603","VISA","Type A","KOREA REPUBLIC OF","89","54","17",""
"492505","VISA","Type A","NORWAY","89","54","17",""
"457049","VISA","Type A","CZECH REPUBLIC","89","54","17",""
"477376","VISA","Type A","THAILAND","88","53","16",""
"434256","VISA","Type A","UNITED STATES","88","53","16",""
"483016","VISA","Type A","GREECE","88","53","16",""
"446505","VISA","Type A","BELARUS","87","53","16",""
"421614","VISA","Type A","JAPAN","86","52","16",""
"425602","VISA","Type A","ROMANIA","86","52","16",""
"432416","VISA","Type A","SLOVENIA","86","52","16",""
"490700","VISA","Type A","GREECE","86","52","16",""
"493831","VISA","Type A","NETHERLANDS","86","52","16",""
"445987","VISA","Type A","BELARUS","86","52","16",""
"456748","VISA","Type A","CYPRUS","86","52","16",""
"458011","VISA","Type A","ISRAEL","86","52","16",""
"488000","VISA","Type A","BULGARIA","86","52","16",""
"453978","VISA","Type A","UNITED KINGDOM","85","51","16",""
"456188","VISA","Type A","FRANCE","85","51","16",""
"462765","VISA","Type A","CROATIA","85","51","16",""
"462783","VISA","Type A","RUSSIAN FEDERATION","85","51","16",""
"414086","VISA","Type A","CROATIA","85","51","16",""
"465944","VISA","Type A","UNITED KINGDOM","84","51","16",""
"490818","VISA","Type A","RUSSIAN FEDERATION","84","51","16",""
"429383","VISA","Type A","GREECE","83","50","15",""
"477548","VISA","Type A","ESTONIA","83","50","15",""
"479722","VISA","Type A","ESTONIA","83","50","15",""
"434146","VISA","Type A","RUSSIAN FEDERATION","83","50","15",""
"497203","VISA","Type A","FRANCE","83","50","15",""
"427941","VISA","Type A","RUSSIAN FEDERATION","82","50","15",""
"454190","VISA","Type A","JAPAN","82","50","15",""
"420767","VISA","Type A","UNITED STATES","82","50","15",""
"427608","VISA","Type A","RUSSIAN FEDERATION","82","50","15",""
"431932","VISA","Type A","IRELAND","82","50","15",""
"417409","VISA","Type A","ROMANIA","81","49","15",""
"424468","VISA","Type A","BULGARIA","81","49","15",""
"453979","VISA","Type A","UNITED KINGDOM","81","49","15",""
"490172","VISA","Type A","BRAZIL","81","49","15",""
"493795","VISA","Type A","JAPAN","81","49","15",""
"403571","VISA","Type A","MALTA","80","48","15",""
"427904","VISA","Type A","RUSSIAN FEDERATION","80","48","15",""
"427659","VISA","Type A","RUSSIAN FEDERATION","80","48","15",""
"434499","VISA","Type A","GERMANY","80","48","15",""
"418853","VISA","Type A","PORTUGAL","79","48","15",""
"499954","VISA","Type A","GREECE","79","48","15",""
"467744","VISA","Type A","UNITED ARAB EMIRATES","79","48","15",""
"418875","VISA","Type A","MALTA","78","47","15",""
"454617","VISA","Type A","GERMANY","78","47","15",""
"427643","VISA","Type A","RUSSIAN FEDERATION","78","47","15",""
"427675","VISA","Type A","RUSSIAN FEDERATION","78","47","15",""
"427945","VISA","Type A","RUSSIAN FEDERATION","78","47","15",""
"451223","VISA","Type A","CANADA","78","47","15",""
"427632","VISA","Type A","RUSSIAN FEDERATION","77","47","14",""
"439226","VISA","Type A","CHINA","77","47","14",""
"445435","VISA","Type A","RUSSIAN FEDERATION","77","47","14",""
"479077","VISA","Type A","CROATIA","77","47","14",""
"428374","VISA","Type A","SAUDI ARABIA","76","46","14",""
"480949","VISA","Type A","BELARUS","76","46","14",""
"492087","VISA","Type A","UNITED ARAB EMIRATES","76","46","14",""
"431195","VISA","Type A","TAIWAN PROVINCE OF CHINA","76","46","14",""
"431944","VISA","Type A","IRELAND","76","46","14",""
"473702","VISA","Type A","UNITED STATES","76","46","14",""
"402558","VISA","Type A","UNITED ARAB EMIRATES","75","45","14",""
"408397","VISA","Type A","RUSSIAN FEDERATION","75","45","14",""
"427905","VISA","Type A","RUSSIAN FEDERATION","75","45","14",""
"450824","VISA","Type A","SAUDI ARABIA","75","45","14",""
"456605","VISA","Type A","JAPAN","75","45","14",""
"426101","VISA","Type A","RUSSIAN FEDERATION","74","45","14",""
"450760","VISA","Type A","LUXEMBOURG","74","45","14",""
"452586","VISA","Type A","JAPAN","74","45","14",""
"404136","VISA","Type A","RUSSIAN FEDERATION","73","44","14",""
"424982","VISA","Type A","BULGARIA","73","44","14",""
"431939","VISA","Type A","IRELAND","72","44","13",""
"465560","VISA","Type A","CROATIA","72","44","13",""
"479080","VISA","Type A","POLAND","72","44","13",""
"427668","VISA","Type A","RUSSIAN FEDERATION","71","43","13",""
"438628","VISA","Type A","INDIA","71","43","13",""
"496649","VISA","Type A","SAUDI ARABIA","71","43","13",""
"496604","VISA","Type A","HONG KONG","71","43","13",""
"424436","VISA","Type A","RUSSIAN FEDERATION","70","42","13",""
"425169","VISA","Type A","POLAND","70","42","13",""
"467058","VISA","Type A","RUSSIAN FEDERATION","70","42","13",""
"468517","VISA","Type A","JAPAN","70","42","13",""
"480938","VISA","Type A","RUSSIAN FEDERATION","70","42","13",""
"427651","VISA","Type A","RUSSIAN FEDERATION","70","42","13",""
"477912","VISA","Type A","GERMANY","70","42","13",""
"406313","VISA","Type A","GREECE","69","42","13",""
"431836","VISA","Type A","BELARUS","69","42","13",""
"489396","VISA","Type A","UNITED KINGDOM","69","42","13",""
"428672","VISA","Type A","SAUDI ARABIA","69","42","13",""
"465950","VISA","Type A","UNITED KINGDOM","69","42","13",""
"492094","VISA","Type A","TURKEY","69","42","13",""
"427627","VISA","Type A","RUSSIAN FEDERATION","68","41","13",""
"427674","VISA","Type A","RUSSIAN FEDERATION","68","41","13",""
"440638","VISA","Type A","PORTUGAL","68","41","13",""
"462845","VISA","Type A","SINGAPORE","68","41","13",""
"479718","VISA","Type A","RUSSIAN FEDERATION","68","41","13",""
"497202","VISA","Type A","FRANCE","68","41","13",""
"421473","VISA","Type A","SPAIN","67","41","13",""
"427669","VISA","Type A","RUSSIAN FEDERATION","67","41","13",""
"434148","VISA","Type A","RUSSIAN FEDERATION","67","41","13",""
"440682","VISA","Type A","RUSSIAN FEDERATION","67","41","13",""
"443959","VISA","Type A","UNITED ARAB EMIRATES","67","41","13",""
"428220","VISA","Type A","TURKEY","66","40","12",""
"467094","VISA","Type A","ROMANIA","66","40","12",""
"490762","VISA","Type A","GERMANY","66","40","12",""
"404934","VISA","Type A","GREECE","66","40","12",""
"441029","VISA","Type A","GREECE","66","40","12",""
"462776","VISA","Type A","RUSSIAN FEDERATION","66","40","12",""
"490611","VISA","Type A","KOREA REPUBLIC OF","66","40","12",""
"409677","VISA","Type A","LITHUANIA","65","39","12",""
"445951","VISA","Type A","MALTA","65","39","12",""
"403027","VISA","Type A","ITALY","64","39","12",""
"416991","VISA","Type A","BULGARIA","64","39","12",""
"454336","VISA","Type A","SAUDI ARABIA","64","39","12",""
"406357","VISA","Type A","KOREA REPUBLIC OF","64","39","12",""
"427656","VISA","Type A","RUSSIAN FEDERATION","64","39","12",""
"479724","VISA","Type A","ESTONIA","64","39","12",""
"492111","VISA","Type A","HONG KONG","64","39","12",""
"413250","VISA","Type A","RUSSIAN FEDERATION","63","38","12",""
"419995","VISA","Type A","ROMANIA","63","38","12",""
"432484","VISA","Type A","MACEDONIA THE FORMER YUGOSLAV REPUBLIC OF","63","38","12",""
"403330","VISA","Type A","RUSSIAN FEDERATION","63","38","12",""
"430313","VISA","Type A","RUSSIAN FEDERATION","63","38","12",""
"479739","VISA","Type A","ROMANIA","63","38","12",""
"405918","VISA","Type A","TURKEY","62","38","12",""
"455707","VISA","Type A","HONG KONG","62","38","12",""
"497160","VISA","Type A","FRANCE","62","38","12",""
"499913","VISA","Type A","NEW ZEALAND","62","38","12",""
"428240","VISA","Type A","TURKEY","62","38","12",""
"461298","VISA","Type A","GREECE","62","38","12",""
"464421","VISA","Type A","QATAR","62","38","12",""
"496655","VISA","Type A","SAUDI ARABIA","62","38","12",""
"498007","VISA","Type A","JAPAN","62","38","12",""
"440646","VISA","Type A","PORTUGAL","61","37","11",""
"454156","VISA","Type A","JAPAN","61","37","11",""
"418907","VISA","Type A","RUSSIAN FEDERATION","61","37","11",""
"424290","VISA","Type A","RUSSIAN FEDERATION","61","37","11",""
"416988","VISA","Type A","BULGARIA","60","36","11",""
"425871","VISA","Type A","SAUDI ARABIA","60","36","11",""
"427964","VISA","Type A","RUSSIAN FEDERATION","60","36","11",""
"491205","VISA","Type A","TURKEY","60","36","11",""
"415565","VISA","Type A","TURKEY","60","36","11",""
"418895","VISA","Type A","GREECE","60","36","11",""
"427609","VISA","Type A","RUSSIAN FEDERATION","60","36","11",""
"477573","VISA","Type A","LATVIA","60","36","11",""
"492175","VISA","Type A","LATVIA","60","36","11",""
"428184","VISA","Type A","PORTUGAL","59","36","11",""
"454951","VISA","Type A","PUERTO RICO","59","36","11",""
"456492","VISA","Type A","NEW ZEALAND","59","36","11",""
"456542","VISA","Type A","ITALY","59","36","11",""
"469339","VISA","Type A","RUSSIAN FEDERATION","59","36","11",""
"470891","VISA","Type A","JAPAN","59","36","11",""
"445434","VISA","Type A","RUSSIAN FEDERATION","59","36","11",""
"498824","VISA","Type A","UNITED KINGDOM","59","36","11",""
"474476","VISA","Type A","UNITED STATES","58","35","11",""
"481582","VISA","Type A","UNITED STATES","58","35","11",""
"427928","VISA","Type A","RUSSIAN FEDERATION","58","35","11",""
"417465","VISA","Type A","MONTENEGRO","57","35","11",""
"425503","VISA","Type A","BOSNIA AND HERZEGOVINA","57","35","11",""
"487410","VISA","Type A","UKRAINE","57","35","11",""
"424260","VISA","Type A","SAUDI ARABIA","57","35","11",""
"427911","VISA","Type A","RUSSIAN FEDERATION","57","35","11",""
"431945","VISA","Type A","IRELAND","57","35","11",""
"453865","VISA","Type A","JAPAN","57","35","11",""
"494019","VISA","Type A","SPAIN","57","35","11",""
"465902","VISA","Type A","UNITED KINGDOM","56","34","11",""
"473118","VISA","Type A","UKRAINE","56","34","11",""
"403889","VISA","Type A","RUSSIAN FEDERATION","56","34","11",""
"428430","VISA","Type A","TAIWAN PROVINCE OF CHINA","56","34","11",""
"454155","VISA","Type A","JAPAN","56","34","11",""
"490714","VISA","Type A","JAPAN","56","34","11",""
"427635","VISA","Type A","RUSSIAN FEDERATION","55","33","10",""
"455728","VISA","Type A","HONG KONG","55","33","10",""
"456318","VISA","Type A","TAIWAN PROVINCE OF CHINA","55","33","10",""
"458521","VISA","Type A","BELARUS","55","33","10",""
"492167","VISA","Type A","SPAIN","55","33","10",""
"497874","VISA","Type A","FRANCE","55","33","10",""
"498873","VISA","Type A","NEW ZEALAND","55","33","10",""
"420520","VISA","Type A","JAPAN","55","33","10",""
"446274","VISA","Type A","UNITED KINGDOM","55","33","10",""
"449914","VISA","Type A","KOREA REPUBLIC OF","55","33","10",""
"410618","VISA","Type A","MONTENEGRO","54","33","10",""
"414951","VISA","Type A","UKRAINE","54","33","10",""
"462710","VISA","Type A","RUSSIAN FEDERATION","54","33","10",""
"400612","VISA","Type A","HONG KONG","54","33","10",""
"414763","VISA","Type A","TAIWAN PROVINCE OF CHINA","54","33","10",""
"432071","VISA","Type A","TURKEY","54","33","10",""
"462288","VISA","Type A","THAILAND","54","33","10",""
"494312","VISA","Type A","THAILAND","54","33","10",""
"428375","VISA","Type A","SAUDI ARABIA","53","32","10",""
"431841","VISA","Type A","CROATIA","53","32","10",""
"447757","VISA","Type A","TAIWAN PROVINCE OF CHINA","53","32","10",""
"415822","VISA","Type A","RUSSIAN FEDERATION","53","32","10",""
"427910","VISA","Type A","RUSSIAN FEDERATION","53","32","10",""
"430148","VISA","Type A","RUSSIAN FEDERATION","53","32","10",""
"433703","VISA","Type A","SLOVAKIA","53","32","10",""
"439237","VISA","Type A","TAIWAN PROVINCE OF CHINA","53","32","10",""
"446540","VISA","Type A","UNITED STATES","53","32","10",""
"453904","VISA","Type A","SWEDEN","53","32","10",""
"409070","VISA","Type A","TURKEY","52","32","10",""
"422098","VISA","Type A","RUSSIAN FEDERATION","52","32","10",""
"422239","VISA","Type A","PORTUGAL","52","32","10",""
"426343","VISA","Type A","KAZAKHSTAN","52","32","10",""
"496623","VISA","Type A","MALAYSIA","52","32","10",""
"404309","VISA","Type A","ROMANIA","52","32","10",""
"440563","VISA","Type A","KAZAKHSTAN","52","32","10",""
"456140","VISA","Type A","FRANCE","52","32","10",""
"484891","VISA","Type A","RUSSIAN FEDERATION","51","31","10",""
"492057","VISA","Type A","FINLAND","51","31","10",""
"492182","VISA","Type A","UNITED KINGDOM","51","31","10",""
"402944","VISA","Type A","UNITED STATES","51","31","10",""
"415231","VISA","Type A","MEXICO","51","31","10",""
"470538","VISA","Type A","TAIWAN, PROVINCE OF CHINA","51","31","10",""
"424925","VISA","Type A","POLAND","50","30","9",""
"425680","VISA","Type A","KAZAKHSTAN","50","30","9",""
"434204","VISA","Type A","QATAR","50","30","9",""
"497301","VISA","Type A","FRANCE","50","30","9",""
"460309","VISA","Type A","POLAND","50","30","9",""
"499969","VISA","Type A","PORTUGAL","50","30","9",""
"400344","VISA","Type A","UNITED STATES","49","30","9",""
"447888","VISA","Type A","ANGOLA","49","30","9",""
"454684","VISA","Type A","SAUDI ARABIA","49","30","9",""
"403278","VISA","Type A","GREECE","48","29","9",""
"419172","VISA","Type A","POLAND","48","29","9",""
"427903","VISA","Type A","RUSSIAN FEDERATION","48","29","9",""
"454632","VISA","Type A","THAILAND","48","29","9",""
"465243","VISA","Type A","LATVIA","48","29","9",""
"497044","VISA","Type A","FRANCE","48","29","9",""
"424455","VISA","Type A","PORTUGAL","48","29","9",""
"448315","VISA","Type A","LATVIA","48","29","9",""
"455046","VISA","Type A","NEW ZEALAND","48","29","9",""
"477918","VISA","Type A","MOLDOVA REPUBLIC OF","48","29","9",""
"406790","VISA","Type A","RUSSIAN FEDERATION","47","29","9",""
"433710","VISA","Type A","RUSSIAN FEDERATION","47","29","9",""
"435508","VISA","Type A","TURKEY","47","29","9",""
"476248","VISA","Type A","UNITED KINGDOM","47","29","9",""
"490836","VISA","Type A","HUNGARY","47","29","9",""
"440566","VISA","Type A","RUSSIAN FEDERATION","47","29","9",""
"444238","VISA","Type A","RUSSIAN FEDERATION","47","29","9",""
"411711","VISA","Type A","BULGARIA","46","28","9",""
"431570","VISA","Type A","GEORGIA","46","28","9",""
"432901","VISA","Type A","POLAND","46","28","9",""
"446296","VISA","Type A","ROMANIA","46","28","9",""
"453986","VISA","Type A","ICELAND","46","28","9",""
"490647","VISA","Type A","JAPAN","46","28","9",""
"411770","VISA","Type A","UNITED STATES","46","28","9",""
"428228","VISA","Type A","RUSSIAN FEDERATION","46","28","9",""
"402327","VISA","Type A","RUSSIAN FEDERATION","45","27","9",""
"426344","VISA","Type A","KAZAKHSTAN","45","27","9",""
"450307","VISA","Type A","TAIWAN PROVINCE OF CHINA","45","27","9",""
"494061","VISA","Type A","GREECE","45","27","9",""
"498006","VISA","Type A","JAPAN","45","27","9",""
"421316","VISA","Type A","MEXICO","45","27","9",""
"422093","VISA","Type A","AUSTRIA","45","27","9",""
"427607","VISA","Type A","RUSSIAN FEDERATION","45","27","9",""
"427913","VISA","Type A","RUSSIAN FEDERATION","45","27","9",""
"460187","VISA","Type A","RUSSIAN FEDERATION","45","27","9",""
"460188","VISA","Type A","RUSSIAN FEDERATION","45","27","9",""
"467007","VISA","Type A","KOREA REPUBLIC OF","45","27","9",""
"479792","VISA","Type A","LITHUANIA","45","27","9",""
"487074","VISA","Type A","TURKEY","45","27","9",""
"408153","VISA","Type A","LATVIA","44","27","8",""
"411773","VISA","Type A","UNITED STATES","44","27","8",""
"439054","VISA","Type A","RUSSIAN FEDERATION","44","27","8",""
"439225","VISA","Type A","CHINA","44","27","8",""
"459900","VISA","Type A","KOREA REPUBLIC OF","44","27","8",""
"462768","VISA","Type A","MOLDOVA REPUBLIC OF","44","27","8",""
"490672","VISA","Type A","JAPAN","44","27","8",""
"436774","VISA","Type A","NEW ZEALAND","44","27","8",""
"454314","VISA","Type A","TURKEY","44","27","8",""
"465946","VISA","Type A","UNITED KINGDOM","44","27","8",""
"489992","VISA","Type A","KAZAKHSTAN","44","27","8",""
"418665","VISA","Type A","CYPRUS","43","26","8",""
"421170","VISA","Type A","RUSSIAN FEDERATION","43","26","8",""
"422975","VISA","Type A","BOSNIA AND HERZEGOVINA","43","26","8",""
"408565","VISA","Type A","UNITED ARAB EMIRATES","43","26","8",""
"421169","VISA","Type A","RUSSIAN FEDERATION","43","26","8",""
"423217","VISA","Type A","RUSSIAN FEDERATION","43","26","8",""
"477913","VISA","Type A","GERMANY","43","26","8",""
"498011","VISA","Type A","JAPAN","43","26","8",""
"426578","VISA","Type A","KOREA REPUBLIC OF","42","26","8",""
"427629","VISA","Type A","RUSSIAN FEDERATION","42","26","8",""
"458550","VISA","Type A","KUWAIT","42","26","8",""
"498453","VISA","Type A","BRAZIL","42","26","8",""
"452584","VISA","Type A","JAPAN","42","26","8",""
"455000","VISA","Type A","QATAR","42","26","8",""
"479098","VISA","Type A","KUWAIT","42","26","8",""
"487417","VISA","Type A","RUSSIAN FEDERATION","42","26","8",""
"491058","VISA","Type A","MALTA","42","26","8",""
"414657","VISA","Type A","RUSSIAN FEDERATION","41","25","8",""
"418340","VISA","Type A","SERBIA","41","25","8",""
"419648","VISA","Type A","UNITED ARAB EMIRATES","41","25","8",""
"420957","VISA","Type A","ROMANIA","41","25","8",""
"420964","VISA","Type A","CZECH REPUBLIC","41","25","8",""
"454117","VISA","Type A","JAPAN","41","25","8",""
"456335","VISA","Type A","ITALY","41","25","8",""
"406149","VISA","Type A","RUSSIAN FEDERATION","41","25","8",""
"427922","VISA","Type A","RUSSIAN FEDERATION","41","25","8",""
"427977","VISA","Type A","RUSSIAN FEDERATION","41","25","8",""
"435509","VISA","Type A","TURKEY","41","25","8",""
"451189","VISA","Type A","GREECE","41","25","8",""
"465945","VISA","Type A","UNITED KINGDOM","41","25","8",""
"469110","VISA","Type A","JAPAN","41","25","8",""
"497410","VISA","Type A","FRANCE","41","25","8",""
"498401","VISA","Type A","BRAZIL","41","25","8",""
"498542","VISA","Type A","CZECH REPUBLIC","41","25","8",""
"405917","VISA","Type A","TURKEY","40","24","8",""
"418230","VISA","Type A","TAIWAN PROVINCE OF CHINA","40","24","8",""
"426387","VISA","Type A","SWEDEN","40","24","8",""
"455743","VISA","Type A","ISRAEL","40","24","8",""
"490843","VISA","Type A","GERMANY","40","24","8",""
"492940","VISA","Type A","UNITED KINGDOM","40","24","8",""
"492949","VISA","Type A","UNITED KINGDOM","40","24","8",""
"498695","VISA","Type A","JAPAN","40","24","8",""
"402310","VISA","Type A","TAIWAN PROVINCE OF CHINA","40","24","8",""
"413252","VISA","Type A","TURKEY","40","24","8",""
"418908","VISA","Type A","RUSSIAN FEDERATION","40","24","8",""
"423953","VISA","Type A","AUSTRALIA","40","24","8",""
"424917","VISA","Type A","RUSSIAN FEDERATION","40","24","8",""
"427637","VISA","Type A","RUSSIAN FEDERATION","40","24","8",""
"454158","VISA","Type A","JAPAN","40","24","8",""
"479033","VISA","Type A","ROMANIA","40","24","8",""
"492095","VISA","Type A","TURKEY","40","24","8",""
"425607","VISA","Type A","RUSSIAN FEDERATION","39","24","8",""
"427648","VISA","Type A","RUSSIAN FEDERATION","39","24","8",""
"427902","VISA","Type A","RUSSIAN FEDERATION","39","24","8",""
"480990","VISA","Type A","UNITED STATES","39","24","8",""
"497804","VISA","Type A","FRANCE","39","24","8",""
"498406","VISA","Type A","BRAZIL","39","24","8",""
"422082","VISA","Type A","BULGARIA","39","24","8",""
"431837","VISA","Type A","BELARUS","39","24","8",""
"434950","VISA","Type A","ROMANIA","39","24","8",""
"454154","VISA","Type A","JAPAN","39","24","8",""
"478472","VISA","Type A","RUSSIAN FEDERATION","39","24","8",""
"406095","VISA","Type A","UNITED STATES","38","23","7",""
"411658","VISA","Type A","RUSSIAN FEDERATION","38","23","7",""
"451461","VISA","Type A","CHINA","38","23","7",""
"467305","VISA","Type A","SLOVENIA","38","23","7",""
"492082","VISA","Type A","UNITED ARAB EMIRATES","38","23","7",""
"409888","VISA","Type A","RUSSIAN FEDERATION","38","23","7",""
"476223","VISA","Type A","UNITED KINGDOM","38","23","7",""
"478736","VISA","Type A","HUNGARY","38","23","7",""
"489592","VISA","Type A","CHINA","38","23","7",""
"493846","VISA","Type A","TURKEY","38","23","7",""
"406669","VISA","Type A","BRAZIL","37","23","7",""
"426345","VISA","Type A","KAZAKHSTAN","37","23","7",""
"428982","VISA","Type A","POLAND","37","23","7",""
"455240","VISA","Type A","MALTA","37","23","7",""
"462717","VISA","Type A","RUSSIAN FEDERATION","37","23","7",""
"483519","VISA","Type A","HONG KONG","37","23","7",""
"491782","VISA","Type A","GERMANY","37","23","7",""
"494116","VISA","Type A","GERMANY","37","23","7",""
"417225","VISA","Type A","RUSSIAN FEDERATION","37","23","7",""
"419681","VISA","Type A","MALTA","37","23","7",""
"427633","VISA","Type A","RUSSIAN FEDERATION","37","23","7",""
"453980","VISA","Type A","IRELAND","37","23","7",""
"467095","VISA","Type A","ROMANIA","37","23","7",""
"474151","VISA","Type A","TURKEY","37","23","7",""
"479030","VISA","Type A","LITHUANIA","37","23","7",""
"493818","VISA","Type A","QATAR","37","23","7",""
"404311","VISA","Type A","ROMANIA","36","22","7",""
"412720","VISA","Type A","AZERBAIJAN","36","22","7",""
"418143","VISA","Type A","KOREA REPUBLIC OF","36","22","7",""
"455175","VISA","Type A","URUGUAY","36","22","7",""
"403394","VISA","Type A","RUSSIAN FEDERATION","36","22","7",""
"419997","VISA","Type A","ROMANIA","36","22","7",""
"422061","VISA","Type A","BRAZIL","36","22","7",""
"444676","VISA","Type A","TURKEY","36","22","7",""
"453998","VISA","Type A","ITALY","36","22","7",""
"454803","VISA","Type A","SPAIN","36","22","7",""
"488893","VISA","Type A","UNITED STATES","36","22","7",""
"498495","VISA","Type A","KUWAIT","36","22","7",""
"403317","VISA","Type A","ARMENIA","35","21","7",""
"403676","VISA","Type A","RUSSIAN FEDERATION","35","21","7",""
"414279","VISA","Type A","GREECE","35","21","7",""
"427617","VISA","Type A","RUSSIAN FEDERATION","35","21","7",""
"443884","VISA","Type A","RUSSIAN FEDERATION","35","21","7",""
"447362","VISA","Type A","RUSSIAN FEDERATION","35","21","7",""
